Country,Region-Geo,Continent,Region,Year,IncomePerPerson,LifeExpectancy,PopulationTotal
Kyrgyzstan,Asia - Central,Asia,Europe & Central Asia,1956,3799.170841,54.415,1946540
Latvia,Europe - Northern,Europe,Europe & Central Asia,1956,7527.994895,66.396,2035877
Lebanon,Asia - Western,Asia,Middle East & North Africa,1956,10070.68817,61.89,1683491
Lesotho,Africa - Southern,Africa,Sub-Saharan Africa,1956,658.3995951,44.248,799442
Liberia,Africa - Western,Africa,Sub-Saharan Africa,1956,1227.345523,33.832,1018303
Libya,Africa - Northern,Africa,Middle East & North Africa,1956,6771.456798,37.597,1163569
Liechtenstein,Europe - Western,Europe,Europe & Central Asia,1956,42255.48272,,15127
Lithuania,Europe - Northern,Europe,Europe & Central Asia,1956,13564.85315,66.951,2651564
Luxembourg,Europe - Western,Europe,Europe & Central Asia,1956,31394.94469,67.035,306598
Macao  China,Asia - Eastern,Asia,East Asia & Pacific,1956,6526.331333,,
Madagascar,Africa - Eastern,Africa,Sub-Saharan Africa,1956,3120.059029,38.02,4651404
Malawi,Africa - Eastern,Africa,Sub-Saharan Africa,1956,817.0388716,36.955,3232162
Malaysia,Asia - South Eastern,Asia,East Asia & Pacific,1956,3746.692591,57.032,7225097
Maldives,Asia - Southern,Asia,South Asia,1956,1038.665262,34.003,81492
Mali,Africa - Western,Africa,Sub-Saharan Africa,1956,964.8445672,27.705,4990311
Malta,Europe - Southern,Europe,Europe & Central Asia,1956,4438.237878,66.478,314436
Marshall Islands,Oceania,Oceania,East Asia & Pacific,1956,6543.429805,,13987
Martinique,America - Central,Central and South America,America,1956,8345.287131,57.934,252801
Mauritania,Africa - Western,Africa,Sub-Saharan Africa,1956,1650.694046,40.749,764349
Mauritius,Africa - Eastern,Africa,Sub-Saharan Africa,1956,4037.725737,54.132,587465
Mayotte,Africa - Eastern,Africa,Sub-Saharan Africa,1956,,51.316,19951
Mexico,America - Central,Central and South America,America,1956,7907.448581,54.081,33599909
Monaco,Europe - Western,Europe,Europe & Central Asia,1956,26216.14047,,20737
Mongolia,Asia - Eastern,Asia,East Asia & Pacific,1956,1769.101223,45.013,873350
Montenegro,Europe - Southern,Europe,Europe & Central Asia,1956,6367.901542,61.255,436342
Montserrat,America - Central,Central and South America,America,1956,7836.503572,,13890
Morocco,Africa - Northern,Africa,Middle East & North Africa,1956,3356.860708,46.874,10408363
Mozambique,Africa - Eastern,Africa,Sub-Saharan Africa,1956,988.041558,33.056,7095498
Myanmar,Asia - South Eastern,Asia,East Asia & Pacific,1956,1105.742758,39.96,19255085
Namibia,Africa - Southern,Africa,Sub-Saharan Africa,1956,5174.555745,44.263,549482
Nauru,Oceania,Oceania,East Asia & Pacific,1956,7542.293898,,3760
Nepal,Asia - Southern,Asia,South Asia,1956,1208.616417,36.834,9091534
Netherlands,Europe - Western,Europe,Europe & Central Asia,1956,18989.9806,72.54,10822380
Netherlands Antilles,Europe - Western,Europe,America,1956,12196.90584,63.43,125099
New Caledonia,Oceania,Oceania,East Asia & Pacific,1956,25904.73336,53.504,69442
New Zealand,Oceania,Oceania,East Asia & Pacific,1956,24373.40551,70.74,2182946
Nicaragua,America - Central,Central and South America,America,1956,6577.778874,44.474,1556566
Niger,Africa - Western,Africa,Sub-Saharan Africa,1956,1641.45409,35.188,2911882
Nigeria,Africa - Western,Africa,Sub-Saharan Africa,1956,1082.520384,35.368,42325458
Niue,Oceania,Oceania,East Asia & Pacific,1956,,,4702
North Korea,Asia - Eastern,Asia,East Asia & Pacific,1956,,,
Northern Mariana Islands,Oceania,Oceania,East Asia & Pacific,1956,4881.514974,,8427
Norway,Europe - Northern,Europe,Europe & Central Asia,1956,10399.98183,73.49,3458366
Oman,Asia - Western,Asia,Middle East & North Africa,1956,2155.839893,39.232,511231
Pakistan,Asia - Southern,Asia,South Asia,1956,733.7974462,42.357,41973583
Palau,Oceania,Oceania,East Asia & Pacific,1956,12477.03135,,8525
Panama,America - Central,Central and South America,America,1956,2750.551149,58.697,1005631
Papua New Guinea,Oceania,Oceania,East Asia & Pacific,1956,1057.259076,36.385,1847546
Paraguay,America - South,Central and South America,America,1956,2006.181608,63.051,1717573
Peru,America - South,Central and South America,America,1956,4157.300479,45.504,8901699
Philippines,Asia - South Eastern,Asia,East Asia & Pacific,1956,1513.276577,56.604,22729664
Poland,Europe - Eastern,Europe,Europe & Central Asia,1956,4576.687377,64.688,27650608
Portugal,Europe - Southern,Europe,Europe & Central Asia,1956,3639.99042,61.24,8724773
Puerto Rico,America - Central,Central and South America,America,1956,3738.966808,66.994,2264475
Qatar,Asia - Western,Asia,Middle East & North Africa,1956,11932.81362,58.04,37490
Romania,Europe - Eastern,Europe,Europe & Central Asia,1956,3829.439685,62.387,17687296
Russian Federation,Europe - Eastern,Europe,Europe & Central Asia,1956,6291.566099,66.165,113197858
Rwanda,Africa - Eastern,Africa,Sub-Saharan Africa,1956,532.7615924,41.056,2457436
Saint Helena,Africa - Western,Africa,Sub-Saharan Africa,1956,1709.71761,,4890
Saint Kitts and Nevis,America - Central,Central and South America,America,1956,2386.443126,,49268
Saint Lucia,America - Central,Central and South America,America,1956,1779.981425,54.205,87403
Saint Vincent and the Grenadines,America - Central,Central and South America,America,1956,1992.362414,53.722,75073
Saint-Pierre-et-Miquelon,America - North,North America,America,1956,,,4763
Samoa,Oceania,Oceania,East Asia & Pacific,1956,2983.07929,47.733,97054
San Marino,Europe - Southern,Europe,Europe & Central Asia,1956,11750.01611,,14044
Sao Tome and Principe,Africa - Central,Africa,Sub-Saharan Africa,1956,868.2120919,48.09,59747
Saudi Arabia,Asia - Western,Asia,Middle East & North Africa,1956,8042.357973,43.652,3625448
Senegal,Africa - Western,Africa,Sub-Saharan Africa,1956,1544.672693,37.001,2748861
Serbia,Europe - Southern,Europe,Europe & Central Asia,1956,4307.014876,60.833,7298269
Seychelles,Africa - Eastern,Africa,Sub-Saharan Africa,1956,5135.942815,58.739,39312
Sierra Leone,Africa - Western,Africa,Sub-Saharan Africa,1956,981.9676148,29.528,2058740
Singapore,Asia - South Eastern,Asia,East Asia & Pacific,1956,3204.489283,63.095,1373111
Slovak Republic,Europe - Eastern,Europe,Europe & Central Asia,1956,5797.496197,68.37,3834942
Slovenia,Europe - Southern,Europe,Europe & Central Asia,1956,5068.952405,67.301,1542741
Solomon Islands,Oceania,Oceania,East Asia & Pacific,1956,1086.131682,47.158,116446
Somalia,Africa - Eastern,Africa,Sub-Saharan Africa,1956,1236.833051,35.393,2577566
South Africa,Africa - Southern,Africa,Sub-Saharan Africa,1956,5370.008789,47.222,15759932
South Sudan,Africa - Eastern,Africa,Sub-Saharan Africa,1956,1854.124459,29.81,2152290
Spain,Europe - Southern,Europe,Europe & Central Asia,1956,4462.540356,66.82,29328890
Sri Lanka,Asia - Southern,Asia,South Asia,1956,1084.424793,57.4,9167067
Sudan,Africa - Northern,Africa,Sub-Saharan Africa,1956,1844.530025,46.369,8367493
Suriname,America - South,Central and South America,America,1956,3650.526282,57.981,257399
Swaziland,Africa - Southern,Africa,Sub-Saharan Africa,1956,1228.312196,42.901,315335
Sweden,Europe - Northern,Europe,Europe & Central Asia,1956,10896.49321,72.66,7303942
Switzerland,Europe - Western,Europe,Europe & Central Asia,1956,17501.93196,70.21,5026644
Taiwan,Asia - Eastern,Asia,East Asia & Pacific,1956,1737.365424,62.5,9825000
Tajikistan,Asia - Central,Asia,Europe & Central Asia,1956,2742.066838,54.496,1835763
Thailand,Asia - South Eastern,Asia,East Asia & Pacific,1956,810.6167294,53.097,24271352
Timor-Leste,Asia - South Eastern,Asia,East Asia & Pacific,1956,817.1199623,31.719,468314
Togo,Africa - Western,Africa,Sub-Saharan Africa,1956,913.1647992,37.67,1491145
Tokelau,Oceania,Oceania,East Asia & Pacific,1956,,,1666
Tonga,Oceania,Oceania,East Asia & Pacific,1956,1523.972846,59.925,56368
Trinidad and Tobago,America - Central,Central and South America,America,1956,3881.042738,59.922,744934
Tunisia,Africa - Northern,Africa,Middle East & North Africa,1956,1472.771748,39.966,3928722
Turkey,Asia - Western,Asia,Europe & Central Asia,1956,2523.458495,42.76,25290730
Turkmenistan,Asia - Central,Asia,Europe & Central Asia,1956,4019.570271,52.776,1397172
Turks and Caicos Islands,America - Central,Central and South America,America,1956,3674.063387,,5318
Tuvalu,Oceania,Oceania,East Asia & Pacific,1956,2039.948308,,5658
Uganda,Africa - Eastern,Africa,Sub-Saharan Africa,1956,763.1372031,41.803,6056012
Ukraine,Europe - Eastern,Europe,Europe & Central Asia,1956,3906.270521,68.471,40647142
United Arab Emirates,Asia - Western,Asia,Middle East & North Africa,1956,4823.932666,47.895,80233
United Kingdom,Europe - Western,Europe,Europe & Central Asia,1956,11158.95181,70.48,51404774
United States of America,America - North,North America,America,1956,17783.272,69.71,174211875
Uruguay,America - South,Central and South America,America,1956,6182.25544,66.785,2403897
Uzbekistan,Asia - Central,Asia,Europe & Central Asia,1956,1426.134577,57.266,7487907
Vanuatu,Oceania,Oceania,East Asia & Pacific,1956,1866.03624,44.037,56565
Venezuela,America - South,Central and South America,America,1956,8992.665166,57.191,6475873
Vietnam,Asia - Southern,Asia,East Asia & Pacific,1956,665.986811,56.255,32028847
Wallis et Futuna,Oceania,Oceania,East Asia & Pacific,1956,1833.35389,,7965
West Bank and Gaza Strip,Asia - Western,Asia,Middle East & North Africa,1956,1757.708914,47.585,1004154
Western Sahara,Africa - Northern,Africa,Middle East & North Africa,1956,,36.858,22853
Yemen,Asia - Western,Asia,Middle East & North Africa,1956,,,
Zambia,Africa - Eastern,Africa,Sub-Saharan Africa,1956,1289.239657,43.52,2724859
Zimbabwe,Africa - Eastern,Africa,Sub-Saharan Africa,1956,500.8956543,49.992,3305402
Afghanistan,Asia - Southern,Asia,South Asia,1960,2605.494668,31.575,9671046
Aland Islands,Europe - Northern,Europe,Europe & Central Asia,1960,,,20981
Albania,Europe - Southern,Europe,Europe & Central Asia,1960,6661.028089,62.293,1610565
Algeria,Africa - Northern,Africa,Middle East & North Africa,1960,11150.36604,46.136,10799997
American Samoa,Oceania,Oceania,East Asia & Pacific,1960,15541.34508,,20041
Andorra,Europe - Southern,Europe,Europe & Central Asia,1960,66888.83301,,13377
Angola,Africa - Central,Africa,Sub-Saharan Africa,1960,12018.61891,32.998,4963068
Anguilla,America - Central,Central and South America,America,1960,13397.8939,,5863
Antigua and Barbuda,America - Central,Central and South America,America,1960,9299.211243,62.114,54657
Argentina,America - South,Central and South America,America,1960,20954.26716,65.022,20625451
Armenia,Asia - Western,Asia,Europe & Central Asia,1960,5565.34469,65.971,1867396
Aruba,America - Central,Central and South America,America,1960,9946.572313,65.662,54209
Australia,Oceania,Oceania,East Asia & Pacific,1960,35693.89117,70.89,10286184
Austria,Europe - Western,Europe,Europe & Central Asia,1960,30251.49016,68.78,7042634
Azerbaijan,Asia - Western,Asia,Europe & Central Asia,1960,5763.087806,61.032,3894494
Bahamas,America - Central,Central and South America,America,1960,27371.0223,62.881,109527
Bahrain,Asia - Western,Asia,Middle East & North Africa,1960,24747.81606,51.866,161825
Bangladesh,Asia - Southern,Asia,South Asia,1960,1358.728063,47.037,50101943
Barbados,America - Central,Central and South America,America,1960,10639.4771,61.03,230831
Belarus,Europe - Eastern,Europe,Europe & Central Asia,1960,6457.359983,71.85,8190006
Belgium,Europe - Western,Europe,Europe & Central Asia,1960,20153.20498,69.65,9152271
Belize,America - Central,Central and South America,America,1960,3736.911906,59.981,92633
Benin,Africa - Western,Africa,Sub-Saharan Africa,1960,1993.85084,37.263,2419644
Bermuda,America - North,North America,America,1960,52354.7484,,44713
Bhutan,Asia - Southern,Asia,South Asia,1960,1511.749291,32.369,225993
Bolivia,America - South,Central and South America,America,1960,4235.563859,42.659,3354895
Bosnia and Herzegovina,Europe - Southern,Europe,Europe & Central Asia,1960,3276.116582,60.35,3180020
Botswana,America - South,Africa,Sub-Saharan Africa,1960,1906.522308,50.654,523997
Brazil,America - South,Central and South America,America,1960,6088.256886,54.702,72758801
British Virgin Islands,America - Central,Central and South America,America,1960,5326.84646,,8015
Brunei,Asia - South Eastern,Asia,East Asia & Pacific,1960,83101.20062,62.422,79846
Bulgaria,Europe - Eastern,Europe,Europe & Central Asia,1960,7518.33102,69.18,7867008
Burkina Faso,Africa - Western,Africa,Sub-Saharan Africa,1960,1323.723285,34.432,4881947
Burundi,Africa - Eastern,Africa,Sub-Saharan Africa,1960,793.8832241,41.285,2940498
Cambodia,Asia - South Eastern,Asia,East Asia & Pacific,1960,2341.576458,41.211,5433306
Cameroon,Africa - Central,Africa,Sub-Saharan Africa,1960,2772.626449,41.546,5409083
Canada,America - North,North America,America,1960,25402.96624,71.04,17909009
Cayman Islands,America - Central,Central and South America,America,1960,27577.28609,,8092
Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,1960,2450.926836,36.489,1503509
Chad,Africa - Central,Africa,Sub-Saharan Africa,1960,2697.539367,38.023,2954088
Channel Islands,Europe - Northern,Europe,Europe & Central Asia,1960,,70.739,109396
Chile,America - South,Central and South America,America,1960,8643.546913,57.031,7651579
China,Asia - Eastern,Asia,East Asia & Pacific,1960,1790.22165,31.63176,658270094
Colombia,America - South,Central and South America,America,1960,4798.060051,56.747,16004714
Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,1960,2674.262041,43.449,193052
Cook Islands,Oceania,Oceania,East Asia & Pacific,1960,,,
Costa Rica,America - Central,Central and South America,America,1960,6749.75344,61.599,1334004
Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,1960,3245.346178,36.865,3638385
Croatia,Europe - Southern,Europe,Europe & Central Asia,1960,10496.79923,64.736,4045251
Cuba,America - Central,Central and South America,America,1960,10389.50883,63.834,7133582
Cyprus,Asia - Western,Asia,Europe & Central Asia,1960,8595.677075,69.618,572997
Czech Republic,Europe - Eastern,Europe,Europe & Central Asia,1960,19527.00555,70.46,9521854
Denmark,Europe - Northern,Europe,Europe & Central Asia,1960,23138.95206,72.21,4579770
Djibouti,Africa - Eastern,Africa,Middle East & North Africa,1960,6086.398701,44.038,84877
Dominica,America - Central,Central and South America,America,1960,4910.409636,,60015
Dominican Republic,America - Central,Central and South America,America,1960,3105.475833,51.786,3308941
East Germany,Europe - Eastern,Europe,Europe & Central Asia,1960,,,
Ecuador,America - South,Central and South America,America,1960,8024.809174,53.146,4439206
Egypt,Africa - Northern,Africa,Middle East & North Africa,1960,3125.918472,48.074,27903093
El Salvador,America - Central,Central and South America,America,1960,6937.906298,51.297,2773095
Equatorial Guinea,Africa - Central,Africa,Sub-Saharan Africa,1960,981.046933,36.74,252115
Eritrea,Africa - Eastern,Africa,Middle East & North Africa,1960,725.6407829,37.371,1423599
Eritrea and Ethiopia,Africa - Eastern,Africa,Middle East & North Africa,1960,,,25783370
Estonia,Europe - Northern,Europe,Europe & Central Asia,1960,10825.77428,69.34,1216003
Ethiopia,Africa - Eastern,Africa,Sub-Saharan Africa,1960,798.8923961,38.419,22553350
Faeroe Islands,Europe - Northern,Europe,Europe & Central Asia,1960,,,34334
Falkland Islands (Malvinas),Europe - Northern,Europe,America,1960,,,
Fiji,Oceania,Oceania,East Asia & Pacific,1960,4072.900653,55.86,393366
Finland,Europe - Northern,Europe,Europe & Central Asia,1960,17125.7466,69.01,4430001
France,Europe - Western,Europe,Europe & Central Asia,1960,20488.84144,70.4,45688594
French Guiana,America - South,Central and South America,America,1960,8124.628301,57.684,32377
French Polynesia,Oceania,Oceania,East Asia & Pacific,1960,22834.11595,56.282,79335
Gabon,Africa - Central,Africa,Sub-Saharan Africa,1960,10880.14314,39.572,485732
Gambia,Africa - Western,Africa,Sub-Saharan Africa,1960,1108.350469,32.035,372625
Georgia,Asia - Western,Asia,Europe & Central Asia,1960,4617.243834,63.651,4159500
Germany,Europe - Western,Europe,Europe & Central Asia,1960,24182.68387,69.787,72814899
Ghana,Africa - Western,Africa,Sub-Saharan Africa,1960,2317.696816,45.844,6742107
Gibraltar,Europe - Southern,Europe,Europe & Central Asia,1960,,,21518
Greece,Europe - Southern,Europe,Europe & Central Asia,1960,10134.52374,68.237,8333499
Greenland,America - North,North America,America,1960,17794.92942,,32649
Grenada,America - Central,Central and South America,America,1960,3314.325482,60.068,89844
